# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2019-10-06 06:14:12 EDT       (vaww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 01104500 CHARLES RIVER AT WALTHAM, MA
# -----------------------------------------------------------------------------------
#
# Data provided for site 01104500
#            TS   parameter     statistic     Description
#         64222       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	64222_00060_00003	64222_00060_00003_cd
USGS	01104500	1938-09-07	192	A
USGS	01104500	1938-09-08	154	A
USGS	01104500	1938-09-09	94.0	A
USGS	01104500	1938-09-10	20.0	A
USGS	01104500	1938-09-11	53.0	A
USGS	01104500	1938-09-12	282	A
USGS	01104500	1938-09-13	188	A
USGS	01104500	1938-09-14	151	A
USGS	01104500	1938-09-15	159	A
USGS	01104500	1938-09-16	159	A
USGS	01104500	1938-09-17	159	A
USGS	01104500	1938-09-18	207	A
USGS	01104500	1938-09-19	350	A
USGS	01104500	1938-09-20	478	A
USGS	01104500	1938-09-21	620	A
USGS	01104500	1938-09-22	575	A
USGS	01104500	1938-09-23	575	A
USGS	01104500	1938-09-24	595	A
USGS	01104500	1938-09-25	620	A
USGS	01104500	1938-09-26	636	A
USGS	01104500	1938-09-27	626	A
USGS	01104500	1938-09-28	610	A
USGS	01104500	1938-09-29	570	A
USGS	01104500	1938-09-30	540	A
USGS	01104500	1938-10-01	511	A
USGS	01104500	1938-10-02	469	A
USGS	01104500	1938-10-03	443	A
USGS	01104500	1938-10-04	414	A
USGS	01104500	1938-10-05	386	A
USGS	01104500	1938-10-06	358	A
USGS	01104500	1938-10-07	335	A
USGS	01104500	1938-10-08	224	A
USGS	01104500	1938-10-09	255	A
USGS	01104500	1938-10-10	324	A
USGS	01104500	1938-10-11	234	A
USGS	01104500	1938-10-12	221	A
USGS	01104500	1938-10-13	217	A
USGS	01104500	1938-10-14	214	A
USGS	01104500	1938-10-15	214	A
USGS	01104500	1938-10-16	192	A
USGS	01104500	1938-10-17	156	A
USGS	01104500	1938-10-18	201	A
USGS	01104500	1938-10-19	201	A
USGS	01104500	1938-10-20	185	A
USGS	01104500	1938-10-21	188	A
USGS	01104500	1938-10-22	188	A
USGS	01104500	1938-10-23	123	A
USGS	01104500	1938-10-24	248	A
USGS	01104500	1938-10-25	241	A
USGS	01104500	1938-10-26	294	A
USGS	01104500	1938-10-27	298	A
USGS	01104500	1938-10-28	332	A
USGS	01104500	1938-10-29	343	A
USGS	01104500	1938-10-30	343	A
USGS	01104500	1938-10-31	350	A
USGS	01104500	1938-11-01	343	A
USGS	01104500	1938-11-02	335	A
USGS	01104500	1938-11-03	324	A
USGS	01104500	1938-11-04	294	A
USGS	01104500	1938-11-05	272	A
USGS	01104500	1938-11-06	248	A
USGS	01104500	1938-11-07	221	A
USGS	01104500	1938-11-08	262	A
USGS	01104500	1938-11-09	231	A
USGS	01104500	1938-11-10	231	A
USGS	01104500	1938-11-11	224	A
USGS	01104500	1938-11-12	226	A
USGS	01104500	1938-11-13	217	A
USGS	01104500	1938-11-14	173	A
USGS	01104500	1938-11-15	188	A
USGS	01104500	1938-11-16	185	A
USGS	01104500	1938-11-17	195	A
USGS	01104500	1938-11-18	182	A
USGS	01104500	1938-11-19	195	A
USGS	01104500	1938-11-20	262	A
USGS	01104500	1938-11-21	266	A
USGS	01104500	1938-11-22	280	A
USGS	01104500	1938-11-23	306	A
USGS	01104500	1938-11-24	313	A
USGS	01104500	1938-11-25	328	A
USGS	01104500	1938-11-26	343	A
USGS	01104500	1938-11-27	354	A
USGS	01104500	1938-11-28	354	A
USGS	01104500	1938-11-29	346	A
USGS	01104500	1938-11-30	339	A
USGS	01104500	1938-12-01	332	A
USGS	01104500	1938-12-02	317	A
USGS	01104500	1938-12-03	294	A
USGS	01104500	1938-12-04	320	A
USGS	01104500	1938-12-05	343	A
USGS	01104500	1938-12-06	402	A
USGS	01104500	1938-12-07	473	A
USGS	01104500	1938-12-08	506	A
USGS	01104500	1938-12-09	535	A
USGS	01104500	1938-12-10	705	A
USGS	01104500	1938-12-11	681	A
USGS	01104500	1938-12-12	675	A
USGS	01104500	1938-12-13	664	A
USGS	01104500	1938-12-14	658	A
USGS	01104500	1938-12-15	636	A
USGS	01104500	1938-12-16	615	A
USGS	01104500	1938-12-17	585	A
USGS	01104500	1938-12-18	560	A
USGS	01104500	1938-12-19	530	A
USGS	01104500	1938-12-20	501	A
USGS	01104500	1938-12-21	473	A
USGS	01104500	1938-12-22	443	A
USGS	01104500	1938-12-23	394	A
USGS	01104500	1938-12-24	402	A
USGS	01104500	1938-12-25	386	A
USGS	01104500	1938-12-26	362	A
USGS	01104500	1938-12-27	374	A
USGS	01104500	1938-12-28	343	A
USGS	01104500	1938-12-29	302	A
USGS	01104500	1938-12-30	339	A
USGS	01104500	1938-12-31	332	A
USGS	01104500	1939-01-01	313	A
USGS	01104500	1939-01-02	302	A
USGS	01104500	1939-01-03	276	A
USGS	01104500	1939-01-04	266	A
USGS	01104500	1939-01-05	266	A
USGS	01104500	1939-01-06	306	A
USGS	01104500	1939-01-07	320	A
USGS	01104500	1939-01-08	343	A
USGS	01104500	1939-01-09	346	A
USGS	01104500	1939-01-10	370	A
USGS	01104500	1939-01-11	370	A
USGS	01104500	1939-01-12	366	A
USGS	01104500	1939-01-13	350	A
USGS	01104500	1939-01-14	339	A
USGS	01104500	1939-01-15	313	A
USGS	01104500	1939-01-16	302	A
USGS	01104500	1939-01-17	269	A
USGS	01104500	1939-01-18	248	A
USGS	01104500	1939-01-19	248	A
USGS	01104500	1939-01-20	231	A
USGS	01104500	1939-01-21	214	A
USGS	01104500	1939-01-22	214	A
USGS	01104500	1939-01-23	170	A
USGS	01104500	1939-01-24	176	A
USGS	01104500	1939-01-25	185	A
USGS	01104500	1939-01-26	180	A
USGS	01104500	1939-01-27	168	A
USGS	01104500	1939-01-28	152	A
USGS	01104500	1939-01-29	138	A
USGS	01104500	1939-01-30	188	A
USGS	01104500	1939-01-31	159	A
USGS	01104500	1939-02-01	140	A
USGS	01104500	1939-02-02	143	A
USGS	01104500	1939-02-03	162	A
USGS	01104500	1939-02-04	162	A
USGS	01104500	1939-02-05	156	A
USGS	01104500	1939-02-06	171	A
USGS	01104500	1939-02-07	188	A
USGS	01104500	1939-02-08	170	A
USGS	01104500	1939-02-09	168	A
USGS	01104500	1939-02-10	168	A
USGS	01104500	1939-02-11	195	A
USGS	01104500	1939-02-12	182	A
USGS	01104500	1939-02-13	207	A
USGS	01104500	1939-02-14	201	A
USGS	01104500	1939-02-15	281	A
USGS	01104500	1939-02-16	464	A
USGS	01104500	1939-02-17	482	A
USGS	01104500	1939-02-18	492	A
USGS	01104500	1939-02-19	496	A
USGS	01104500	1939-02-20	540	A
USGS	01104500	1939-02-21	585	A
USGS	01104500	1939-02-22	605	A
USGS	01104500	1939-02-23	565	A
USGS	01104500	1939-02-24	570	A
USGS	01104500	1939-02-25	535	A
USGS	01104500	1939-02-26	545	A
USGS	01104500	1939-02-27	620	A
USGS	01104500	1939-02-28	631	A
USGS	01104500	1939-03-01	723	A
USGS	01104500	1939-03-02	729	A
USGS	01104500	1939-03-03	711	A
USGS	01104500	1939-03-04	693	A
USGS	01104500	1939-03-05	687	A
USGS	01104500	1939-03-06	723	A
USGS	01104500	1939-03-07	711	A
USGS	01104500	1939-03-08	670	A
USGS	01104500	1939-03-09	648	A
USGS	01104500	1939-03-10	610	A
USGS	01104500	1939-03-11	575	A
USGS	01104500	1939-03-12	555	A
USGS	01104500	1939-03-13	530	A
USGS	01104500	1939-03-14	559	A
USGS	01104500	1939-03-15	530	A
USGS	01104500	1939-03-16	600	A
USGS	01104500	1939-03-17	610	A
USGS	01104500	1939-03-18	590	A
USGS	01104500	1939-03-19	590	A
USGS	01104500	1939-03-20	595	A
USGS	01104500	1939-03-21	595	A
USGS	01104500	1939-03-22	605	A
USGS	01104500	1939-03-23	605	A
USGS	01104500	1939-03-24	620	A
USGS	01104500	1939-03-25	658	A
USGS	01104500	1939-03-26	693	A
USGS	01104500	1939-03-27	729	A
USGS	01104500	1939-03-28	759	A
USGS	01104500	1939-03-29	765	A
USGS	01104500	1939-03-30	795	A
USGS	01104500	1939-03-31	860	A
USGS	01104500	1939-04-01	860	A
USGS	01104500	1939-04-02	958	A
USGS	01104500	1939-04-03	1020	A
USGS	01104500	1939-04-04	990	A
USGS	01104500	1939-04-05	925	A
USGS	01104500	1939-04-06	925	A
USGS	01104500	1939-04-07	1020	A
USGS	01104500	1939-04-08	990	A
USGS	01104500	1939-04-09	958	A
USGS	01104500	1939-04-10	892	A
USGS	01104500	1939-04-11	892	A
USGS	01104500	1939-04-12	958	A
USGS	01104500	1939-04-13	925	A
USGS	01104500	1939-04-14	860	A
USGS	01104500	1939-04-15	828	A
USGS	01104500	1939-04-16	777	A
USGS	01104500	1939-04-17	636	A
USGS	01104500	1939-04-18	753	A
USGS	01104500	1939-04-19	860	A
USGS	01104500	1939-04-20	925	A
USGS	01104500	1939-04-21	925	A
USGS	01104500	1939-04-22	860	A
USGS	01104500	1939-04-23	860	A
USGS	01104500	1939-04-24	828	A
USGS	01104500	1939-04-25	828	A
USGS	01104500	1939-04-26	795	A
USGS	01104500	1939-04-27	765	A
USGS	01104500	1939-04-28	729	A
USGS	01104500	1939-04-29	687	A
USGS	01104500	1939-04-30	570	A
USGS	01104500	1939-05-01	631	A
USGS	01104500	1939-05-02	580	A
USGS	01104500	1939-05-03	525	A
USGS	01104500	1939-05-04	478	A
USGS	01104500	1939-05-05	452	A
USGS	01104500	1939-05-06	422	A
USGS	01104500	1939-05-07	391	A
USGS	01104500	1939-05-08	324	A
USGS	01104500	1939-05-09	335	A
USGS	01104500	1939-05-10	354	A
USGS	01104500	1939-05-11	332	A
USGS	01104500	1939-05-12	313	A
USGS	01104500	1939-05-13	269	A
USGS	01104500	1939-05-14	266	A
USGS	01104500	1939-05-15	269	A
USGS	01104500	1939-05-16	192	A
USGS	01104500	1939-05-17	201	A
USGS	01104500	1939-05-18	187	A
USGS	01104500	1939-05-19	178	A
USGS	01104500	1939-05-20	178	A
USGS	01104500	1939-05-21	178	A
USGS	01104500	1939-05-22	184	A
USGS	01104500	1939-05-23	190	A
USGS	01104500	1939-05-24	181	A
USGS	01104500	1939-05-25	190	A
USGS	01104500	1939-05-26	178	A
USGS	01104500	1939-05-27	198	A
USGS	01104500	1939-05-28	181	A
USGS	01104500	1939-05-29	232	A
USGS	01104500	1939-05-30	215	A
USGS	01104500	1939-05-31	216	A
USGS	01104500	1939-06-01	216	A
USGS	01104500	1939-06-02	213	A
USGS	01104500	1939-06-03	187	A
USGS	01104500	1939-06-04	181	A
USGS	01104500	1939-06-05	181	A
USGS	01104500	1939-06-06	181	A
USGS	01104500	1939-06-07	142	A
USGS	01104500	1939-06-08	117	A
USGS	01104500	1939-06-09	136	A
USGS	01104500	1939-06-10	74.0	A
USGS	01104500	1939-06-11	116	A
USGS	01104500	1939-06-12	125	A
USGS	01104500	1939-06-13	96.0	A
USGS	01104500	1939-06-14	184	A
USGS	01104500	1939-06-15	70.0	A
USGS	01104500	1939-06-16	190	A
USGS	01104500	1939-06-17	159	A
USGS	01104500	1939-06-18	69.0	A
USGS	01104500	1939-06-19	215	A
USGS	01104500	1939-06-20	77.0	A
USGS	01104500	1939-06-21	125	A
USGS	01104500	1939-06-22	122	A
USGS	01104500	1939-06-23	118	A
USGS	01104500	1939-06-24	94.0	A
USGS	01104500	1939-06-25	102	A
USGS	01104500	1939-06-26	117	A
USGS	01104500	1939-06-27	84.0	A
USGS	01104500	1939-06-28	102	A
USGS	01104500	1939-06-29	79.0	A
USGS	01104500	1939-06-30	73.0	A
USGS	01104500	1939-07-01	80.0	A
USGS	01104500	1939-07-02	79.0	A
USGS	01104500	1939-07-03	79.0	A
USGS	01104500	1939-07-04	63.0	A
USGS	01104500	1939-07-05	109	A
USGS	01104500	1939-07-06	47.0	A
USGS	01104500	1939-07-07	86.0	A
USGS	01104500	1939-07-08	32.0	A
USGS	01104500	1939-07-09	42.0	A
USGS	01104500	1939-07-10	70.0	A
USGS	01104500	1939-07-11	32.0	A
USGS	01104500	1939-07-12	59.0	A
USGS	01104500	1939-07-13	24.0	A
USGS	01104500	1939-07-14	38.0	A
USGS	01104500	1939-07-15	39.0	A
USGS	01104500	1939-07-16	39.0	A
USGS	01104500	1939-07-17	61.0	A
USGS	01104500	1939-07-18	29.0	A
USGS	01104500	1939-07-19	35.0	A
USGS	01104500	1939-07-20	35.0	A
USGS	01104500	1939-07-21	35.0	A
USGS	01104500	1939-07-22	33.0	A
USGS	01104500	1939-07-23	35.0	A
USGS	01104500	1939-07-24	34.0	A
USGS	01104500	1939-07-25	32.0	A
USGS	01104500	1939-07-26	32.0	A
USGS	01104500	1939-07-27	34.0	A
USGS	01104500	1939-07-28	40.0	A
USGS	01104500	1939-07-29	35.0	A
USGS	01104500	1939-07-30	37.0	A
USGS	01104500	1939-07-31	42.0	A
USGS	01104500	1939-08-01	42.0	A
USGS	01104500	1939-08-02	35.0	A
USGS	01104500	1939-08-03	35.0	A
USGS	01104500	1939-08-04	45.0	A
USGS	01104500	1939-08-05	50.0	A
USGS	01104500	1939-08-06	43.0	A
USGS	01104500	1939-08-07	42.0	A
USGS	01104500	1939-08-08	37.0	A
USGS	01104500	1939-08-09	37.0	A
USGS	01104500	1939-08-10	33.0	A
USGS	01104500	1939-08-11	33.0	A
USGS	01104500	1939-08-12	33.0	A
USGS	01104500	1939-08-13	29.0	A
USGS	01104500	1939-08-14	31.0	A
USGS	01104500	1939-08-15	35.0	A
USGS	01104500	1939-08-16	28.0	A
USGS	01104500	1939-08-17	29.0	A
USGS	01104500	1939-08-18	29.0	A
USGS	01104500	1939-08-19	24.0	A
USGS	01104500	1939-08-20	46.0	A
USGS	01104500	1939-08-21	71.0	A
USGS	01104500	1939-08-22	78.0	A
USGS	01104500	1939-08-23	84.0	A
USGS	01104500	1939-08-24	100	A
USGS	01104500	1939-08-25	108	A
USGS	01104500	1939-08-26	92.0	A
USGS	01104500	1939-08-27	83.0	A
USGS	01104500	1939-08-28	78.0	A
USGS	01104500	1939-08-29	69.0	A
USGS	01104500	1939-08-30	69.0	A
USGS	01104500	1939-08-31	67.0	A
USGS	01104500	1939-09-01	64.0	A
USGS	01104500	1939-09-02	63.0	A
USGS	01104500	1939-09-03	59.0	A
USGS	01104500	1939-09-04	56.0	A
USGS	01104500	1939-09-05	56.0	A
USGS	01104500	1939-09-06	46.0	A
USGS	01104500	1939-09-07	42.0	A
USGS	01104500	1939-09-08	39.0	A
USGS	01104500	1939-09-09	39.0	A
USGS	01104500	1939-09-10	39.0	A
USGS	01104500	1939-09-11	39.0	A
USGS	01104500	1939-09-12	37.0	A
USGS	01104500	1939-09-13	35.0	A
USGS	01104500	1939-09-14	37.0	A
USGS	01104500	1939-09-15	34.0	A
USGS	01104500	1939-09-16	31.0	A
USGS	01104500	1939-09-17	27.0	A
USGS	01104500	1939-09-18	28.0	A
USGS	01104500	1939-09-19	20.0	A
USGS	01104500	1939-09-20	16.0	A
USGS	01104500	1939-09-21	17.0	A
USGS	01104500	1939-09-22	16.0	A
USGS	01104500	1939-09-23	20.0	A
USGS	01104500	1939-09-24	20.0	A
USGS	01104500	1939-09-25	28.0	A
USGS	01104500	1939-09-26	34.0	A
USGS	01104500	1939-09-27	34.0	A
USGS	01104500	1939-09-28	14.0	A
USGS	01104500	1939-09-29	47.0	A
USGS	01104500	1939-09-30	14.0	A
USGS	01104500	1939-10-01	45.0	A
USGS	01104500	1939-10-02	47.0	A
USGS	01104500	1939-10-03	28.0	A
USGS	01104500	1939-10-04	88.0	A
USGS	01104500	1939-10-05	33.0	A
USGS	01104500	1939-10-06	78.0	A
USGS	01104500	1939-10-07	39.0	A
USGS	01104500	1939-10-08	50.0	A
USGS	01104500	1939-10-09	51.0	A
USGS	01104500	1939-10-10	47.0	A
USGS	01104500	1939-10-11	39.0	A
USGS	01104500	1939-10-12	17.0	A
USGS	01104500	1939-10-13	58.0	A
USGS	01104500	1939-10-14	15.0	A
USGS	01104500	1939-10-15	49.0	A
USGS	01104500	1939-10-16	35.0	A
USGS	01104500	1939-10-17	12.0	A
USGS	01104500	1939-10-18	13.0	A
USGS	01104500	1939-10-19	41.0	A
USGS	01104500	1939-10-20	13.0	A
USGS	01104500	1939-10-21	42.0	A
USGS	01104500	1939-10-22	13.0	A
USGS	01104500	1939-10-23	46.0	A
USGS	01104500	1939-10-24	11.0	A
USGS	01104500	1939-10-25	34.0	A
USGS	01104500	1939-10-26	11.0	A
USGS	01104500	1939-10-27	20.0	A
USGS	01104500	1939-10-28	101	A
USGS	01104500	1939-10-29	192	A
USGS	01104500	1939-10-30	11.0	A
USGS	01104500	1939-10-31	18.0	A
USGS	01104500	1939-11-01	219	A
USGS	01104500	1939-11-02	273	A
USGS	01104500	1939-11-03	268	A
USGS	01104500	1939-11-04	261	A
USGS	01104500	1939-11-05	137	A
USGS	01104500	1939-11-06	216	A
USGS	01104500	1939-11-07	295	A
USGS	01104500	1939-11-08	269	A
USGS	01104500	1939-11-09	291	A
USGS	01104500	1939-11-10	285	A
USGS	01104500	1939-11-11	235	A
USGS	01104500	1939-11-12	275	A
USGS	01104500	1939-11-13	154	A
USGS	01104500	1939-11-14	16.0	A
USGS	01104500	1939-11-15	176	A
USGS	01104500	1939-11-16	132	A
USGS	01104500	1939-11-17	133	A
USGS	01104500	1939-11-18	77.0	A
USGS	01104500	1939-11-19	29.0	A
USGS	01104500	1939-11-20	153	A
USGS	01104500	1939-11-21	60.0	A
USGS	01104500	1939-11-22	72.0	A
USGS	01104500	1939-11-23	79.0	A
USGS	01104500	1939-11-24	92.0	A
USGS	01104500	1939-11-25	71.0	A
USGS	01104500	1939-11-26	62.0	A
USGS	01104500	1939-11-27	70.0	A
USGS	01104500	1939-11-28	52.0	A
USGS	01104500	1939-11-29	107	A
USGS	01104500	1939-11-30	20.0	A
USGS	01104500	1939-12-01	105	A
USGS	01104500	1939-12-02	131	A
USGS	01104500	1939-12-03	15.0	A
USGS	01104500	1939-12-04	121	A
USGS	01104500	1939-12-05	125	A
USGS	01104500	1939-12-06	129	A
USGS	01104500	1939-12-07	130	A
USGS	01104500	1939-12-08	180	A
USGS	01104500	1939-12-09	81.0	A
USGS	01104500	1939-12-10	98.0	A
USGS	01104500	1939-12-11	139	A
USGS	01104500	1939-12-12	82.0	A
USGS	01104500	1939-12-13	105	A
USGS	01104500	1939-12-14	110	A
USGS	01104500	1939-12-15	103	A
USGS	01104500	1939-12-16	97.0	A
USGS	01104500	1939-12-17	102	A
USGS	01104500	1939-12-18	194	A
USGS	01104500	1939-12-19	6.40	A
USGS	01104500	1939-12-20	41.0	A
USGS	01104500	1939-12-21	102	A
USGS	01104500	1939-12-22	150	A
USGS	01104500	1939-12-23	267	A
USGS	01104500	1939-12-24	220	A
USGS	01104500	1939-12-25	195	A
USGS	01104500	1939-12-26	189	A
USGS	01104500	1939-12-27	143	A
USGS	01104500	1939-12-28	105	A
USGS	01104500	1939-12-29	125	A
USGS	01104500	1939-12-30	108	A
USGS	01104500	1939-12-31	79.0	A
USGS	01104500	1940-01-01	19.0	A
USGS	01104500	1940-01-02	146	A
USGS	01104500	1940-01-03	108	A
USGS	01104500	1940-01-04	7.10	A
USGS	01104500	1940-01-05	100	A
USGS	01104500	1940-01-06	59.0	A
USGS	01104500	1940-01-07	16.0	A
USGS	01104500	1940-01-08	40.0	A
USGS	01104500	1940-01-09	50.0	A
USGS	01104500	1940-01-10	130	A
USGS	01104500	1940-01-11	85.0	A
USGS	01104500	1940-01-12	97.0	A
USGS	01104500	1940-01-13	9.80	A
USGS	01104500	1940-01-14	79.0	A
USGS	01104500	1940-01-15	270	A
USGS	01104500	1940-01-16	253	A
USGS	01104500	1940-01-17	160	A
USGS	01104500	1940-01-18	295	A
USGS	01104500	1940-01-19	329	A
USGS	01104500	1940-01-20	325	A
USGS	01104500	1940-01-21	281	A
USGS	01104500	1940-01-22	274	A
USGS	01104500	1940-01-23	256	A
USGS	01104500	1940-01-24	217	A
USGS	01104500	1940-01-25	192	A
USGS	01104500	1940-01-26	153	A
USGS	01104500	1940-01-27	140	A
USGS	01104500	1940-01-28	123	A
USGS	01104500	1940-01-29	138	A
USGS	01104500	1940-01-30	85.0	A
USGS	01104500	1940-01-31	101	A
USGS	01104500	1940-02-01	90.0	A
USGS	01104500	1940-02-02	96.0	A
USGS	01104500	1940-02-03	52.0	A
USGS	01104500	1940-02-04	66.0	A
USGS	01104500	1940-02-05	85.0	A
USGS	01104500	1940-02-06	75.0	A
USGS	01104500	1940-02-07	74.0	A
USGS	01104500	1940-02-08	90.0	A
USGS	01104500	1940-02-09	91.0	A
USGS	01104500	1940-02-10	92.0	A
USGS	01104500	1940-02-11	186	A
USGS	01104500	1940-02-12	166	A
USGS	01104500	1940-02-13	207	A
USGS	01104500	1940-02-14	214	A
USGS	01104500	1940-02-15	142	A
USGS	01104500	1940-02-16	153	A
USGS	01104500	1940-02-17	181	A
USGS	01104500	1940-02-18	158	A
USGS	01104500	1940-02-19	164	A
USGS	01104500	1940-02-20	182	A
USGS	01104500	1940-02-21	172	A
USGS	01104500	1940-02-22	169	A
USGS	01104500	1940-02-23	183	A
USGS	01104500	1940-02-24	164	A
USGS	01104500	1940-02-25	164	A
USGS	01104500	1940-02-26	161	A
USGS	01104500	1940-02-27	159	A
USGS	01104500	1940-02-28	158	A
USGS	01104500	1940-02-29	158	A
USGS	01104500	1940-03-01	138	A
USGS	01104500	1940-03-02	130	A
USGS	01104500	1940-03-03	133	A
USGS	01104500	1940-03-04	143	A
USGS	01104500	1940-03-05	213	A
USGS	01104500	1940-03-06	245	A
USGS	01104500	1940-03-07	278	A
USGS	01104500	1940-03-08	303	A
USGS	01104500	1940-03-09	349	A
USGS	01104500	1940-03-10	352	A
USGS	01104500	1940-03-11	370	A
USGS	01104500	1940-03-12	361	A
USGS	01104500	1940-03-13	378	A
USGS	01104500	1940-03-14	401	A
USGS	01104500	1940-03-15	819	A
USGS	01104500	1940-03-16	730	A
USGS	01104500	1940-03-17	750	A
USGS	01104500	1940-03-18	776	A
USGS	01104500	1940-03-19	847	A
USGS	01104500	1940-03-20	925	A
USGS	01104500	1940-03-21	960	A
USGS	01104500	1940-03-22	995	A
USGS	01104500	1940-03-23	814	A
USGS	01104500	1940-03-24	828	A
USGS	01104500	1940-03-25	892	A
USGS	01104500	1940-03-26	808	A
USGS	01104500	1940-03-27	756	A
USGS	01104500	1940-03-28	712	A
USGS	01104500	1940-03-29	676	A
USGS	01104500	1940-03-30	658	A
USGS	01104500	1940-03-31	736	A
USGS	01104500	1940-04-01	788	A
USGS	01104500	1940-04-02	802	A
USGS	01104500	1940-04-03	840	A
USGS	01104500	1940-04-04	892	A
USGS	01104500	1940-04-05	925	A
USGS	01104500	1940-04-06	925	A
USGS	01104500	1940-04-07	925	A
USGS	01104500	1940-04-08	892	A
USGS	01104500	1940-04-09	925	A
USGS	01104500	1940-04-10	892	A
USGS	01104500	1940-04-11	860	A
USGS	01104500	1940-04-12	847	A
USGS	01104500	1940-04-13	960	A
USGS	01104500	1940-04-14	960	A
USGS	01104500	1940-04-15	960	A
USGS	01104500	1940-04-16	960	A
USGS	01104500	1940-04-17	925	A
USGS	01104500	1940-04-18	925	A
USGS	01104500	1940-04-19	925	A
USGS	01104500	1940-04-20	892	A
USGS	01104500	1940-04-21	960	A
USGS	01104500	1940-04-22	1100	A
USGS	01104500	1940-04-23	1030	A
USGS	01104500	1940-04-24	1030	A
USGS	01104500	1940-04-25	925	A
USGS	01104500	1940-04-26	995	A
USGS	01104500	1940-04-27	960	A
USGS	01104500	1940-04-28	925	A
USGS	01104500	1940-04-29	892	A
USGS	01104500	1940-04-30	828	A
USGS	01104500	1940-05-01	762	A
USGS	01104500	1940-05-02	610	A
USGS	01104500	1940-05-03	736	A
USGS	01104500	1940-05-04	670	A
USGS	01104500	1940-05-05	634	A
USGS	01104500	1940-05-06	518	A
USGS	01104500	1940-05-07	553	A
USGS	01104500	1940-05-08	540	A
USGS	01104500	1940-05-09	510	A
USGS	01104500	1940-05-10	475	A
USGS	01104500	1940-05-11	450	A
USGS	01104500	1940-05-12	424	A
USGS	01104500	1940-05-13	406	A
USGS	01104500	1940-05-14	333	A
USGS	01104500	1940-05-15	318	A
USGS	01104500	1940-05-16	321	A
USGS	01104500	1940-05-17	310	A
USGS	01104500	1940-05-18	260	A
USGS	01104500	1940-05-19	256	A
USGS	01104500	1940-05-20	253	A
USGS	01104500	1940-05-21	250	A
USGS	01104500	1940-05-22	243	A
USGS	01104500	1940-05-23	243	A
USGS	01104500	1940-05-24	243	A
USGS	01104500	1940-05-25	250	A
USGS	01104500	1940-05-26	267	A
USGS	01104500	1940-05-27	270	A
USGS	01104500	1940-05-28	278	A
USGS	01104500	1940-05-29	281	A
USGS	01104500	1940-05-30	274	A
USGS	01104500	1940-05-31	310	A
USGS	01104500	1940-06-01	353	A
USGS	01104500	1940-06-02	357	A
USGS	01104500	1940-06-03	365	A
USGS	01104500	1940-06-04	361	A
USGS	01104500	1940-06-05	353	A
USGS	01104500	1940-06-06	353	A
USGS	01104500	1940-06-07	353	A
USGS	01104500	1940-06-08	361	A
USGS	01104500	1940-06-09	329	A
USGS	01104500	1940-06-10	292	A
USGS	01104500	1940-06-11	270	A
USGS	01104500	1940-06-12	204	A
USGS	01104500	1940-06-13	217	A
USGS	01104500	1940-06-14	195	A
USGS	01104500	1940-06-15	178	A
USGS	01104500	1940-06-16	175	A
USGS	01104500	1940-06-17	164	A
USGS	01104500	1940-06-18	137	A
USGS	01104500	1940-06-19	143	A
USGS	01104500	1940-06-20	143	A
USGS	01104500	1940-06-21	143	A
USGS	01104500	1940-06-22	143	A
USGS	01104500	1940-06-23	143	A
USGS	01104500	1940-06-24	143	A
USGS	01104500	1940-06-25	145	A
USGS	01104500	1940-06-26	164	A
USGS	01104500	1940-06-27	178	A
USGS	01104500	1940-06-28	151	A
USGS	01104500	1940-06-29	169	A
USGS	01104500	1940-06-30	164	A
USGS	01104500	1940-07-01	161	A
USGS	01104500	1940-07-02	161	A
USGS	01104500	1940-07-03	107	A
USGS	01104500	1940-07-04	97.0	A
USGS	01104500	1940-07-05	266	A
USGS	01104500	1940-07-06	183	A
USGS	01104500	1940-07-07	192	A
USGS	01104500	1940-07-08	211	A
USGS	01104500	1940-07-09	172	A
USGS	01104500	1940-07-10	181	A
USGS	01104500	1940-07-11	167	A
USGS	01104500	1940-07-12	153	A
USGS	01104500	1940-07-13	116	A
USGS	01104500	1940-07-14	77.0	A
USGS	01104500	1940-07-15	160	A
USGS	01104500	1940-07-16	97.0	A
USGS	01104500	1940-07-17	140	A
USGS	01104500	1940-07-18	81.0	A
USGS	01104500	1940-07-19	125	A
USGS	01104500	1940-07-20	57.0	A
USGS	01104500	1940-07-21	62.0	A
USGS	01104500	1940-07-22	103	A
USGS	01104500	1940-07-23	99.0	A
USGS	01104500	1940-07-24	105	A
USGS	01104500	1940-07-25	98.0	A
USGS	01104500	1940-07-26	103	A
